SALES_ID;SALES_REP;EMAILS;BRANDS;DRINK TYPE;PLANT_COST;UNIT_PRICE;QUANTITY;COST;PROFIT;COUNTRIES;REGION ;TERRITORY;MONTHS;YEARS
10404;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;951,00; ? 427 950,00 ; ? 256 770,00 ;Benin;northwest;Francophone;April;2018
10405;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;973,00; ? 243 250,00 ; ? 77 840,00 ;Senegal;northeast ;Anglophone;May;2019
10406;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;704,00; ? 140 800,00 ; ? 35 200,00 ;Ghana;northcentral ;Anglophone;June;2017
10407;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;748,00; ? 112 200,00 ; ? 52 360,00 ;Nigeria;Southeast;Anglophone;July;2019
10408;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;972,00; ? 145 800,00 ; ? 58 320,00 ;Togo;west;Francophone;August;2017
10409;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;859,00; ? 171 800,00 ; ? 42 950,00 ;Benin;southsouth;Francophone;September;2017
10410;Sorvino;sorvi2000@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;825,00; ? 412 500,00 ; ? 206 250,00 ;Senegal;northwest;Anglophone;October;2017
10411;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;997,00; ? 448 650,00 ; ? 269 190,00 ;Ghana;northeast ;Anglophone;November;2019
10412;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;789,00; ? 197 250,00 ; ? 63 120,00 ;Nigeria;northcentral ;Anglophone;December;2019
10413;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;934,00; ? 186 800,00 ; ? 46 700,00 ;Togo;Southeast;Francophone;January;2019
10414;Thompson;thomp@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;773,00; ? 115 950,00 ; ? 54 110,00 ;Benin;west;Francophone;February;2017
10415;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;786,00; ? 117 900,00 ; ? 47 160,00 ;Senegal;southsouth;Anglophone;March;2017
10416;Morgan;morganny@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;991,00; ? 198 200,00 ; ? 49 550,00 ;Ghana;northwest;Anglophone;April;2017
10417;Howard;howard_freeman@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;886,00; ? 443 000,00 ; ? 221 500,00 ;Nigeria;northeast ;Anglophone;May;2017
10418;Parent;parentty@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;987,00; ? 444 150,00 ; ? 266 490,00 ;Togo;northcentral ;Francophone;June;2018
10419;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;772,00; ? 193 000,00 ; ? 61 760,00 ;Benin;Southeast;Francophone;July;2018
10420;Smith;smithMan@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;760,00; ? 152 000,00 ; ? 38 000,00 ;Senegal;west;Anglophone;August;2018
10421;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;778,00; ? 116 700,00 ; ? 54 460,00 ;Ghana;southsouth;Anglophone;September;2017
10422;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;716,00; ? 107 400,00 ; ? 42 960,00 ;Nigeria;northwest;Anglophone;October;2019
10423;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;775,00; ? 155 000,00 ; ? 38 750,00 ;Togo;northeast ;Francophone;November;2018
10424;Sorvino;sorvi2000@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;860,00; ? 430 000,00 ; ? 215 000,00 ;Benin;northcentral ;Francophone;December;2017
10425;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;895,00; ? 402 750,00 ; ? 241 650,00 ;Senegal;Southeast;Anglophone;January;2017
10426;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;929,00; ? 232 250,00 ; ? 74 320,00 ;Ghana;west;Anglophone;February;2019
10427;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;759,00; ? 151 800,00 ; ? 37 950,00 ;Nigeria;southsouth;Anglophone;March;2018
10428;Thompson;thomp@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;765,00; ? 114 750,00 ; ? 53 550,00 ;Togo;northwest;Francophone;April;2017
10429;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;861,00; ? 129 150,00 ; ? 51 660,00 ;Benin;northeast ;Francophone;May;2019
10430;Morgan;morganny@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;790,00; ? 158 000,00 ; ? 39 500,00 ;Senegal;northcentral ;Anglophone;June;2018
10431;Howard;howard_freeman@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;831,00; ? 415 500,00 ; ? 207 750,00 ;Ghana;Southeast;Anglophone;July;2017
10432;Parent;parentty@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;879,00; ? 395 550,00 ; ? 237 330,00 ;Nigeria;west;Anglophone;August;2017
10433;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;756,00; ? 189 000,00 ; ? 60 480,00 ;Togo;southsouth;Francophone;September;2017
10434;Smith;smithMan@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;888,00; ? 177 600,00 ; ? 44 400,00 ;Benin;northwest;Francophone;October;2017
10435;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;859,00; ? 128 850,00 ; ? 60 130,00 ;Senegal;northeast ;Anglophone;November;2017
10436;Morgan;morganny@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;761,00; ? 114 150,00 ; ? 45 660,00 ;Ghana;northcentral ;Anglophone;December;2018
10437;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;989,00; ? 197 800,00 ; ? 49 450,00 ;Nigeria;Southeast;Anglophone;January;2018
10438;Parent;parentty@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;824,00; ? 412 000,00 ; ? 206 000,00 ;Togo;west;Francophone;February;2018
10439;Kivell;kivel_go@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;775,00; ? 348 750,00 ; ? 209 250,00 ;Benin;southsouth;Francophone;March;2018
10440;Smith;smithMan@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;980,00; ? 245 000,00 ; ? 78 400,00 ;Senegal;northwest;Anglophone;April;2017
10441;Parent;parentty@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;828,00; ? 165 600,00 ; ? 41 400,00 ;Ghana;northeast ;Anglophone;May;2019
10442;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;711,00; ? 106 650,00 ; ? 49 770,00 ;Nigeria;northcentral ;Anglophone;June;2019
10443;Smith;smithMan@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;817,00; ? 122 550,00 ; ? 49 020,00 ;Togo;Southeast;Francophone;July;2018
10444;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;829,00; ? 165 800,00 ; ? 41 450,00 ;Benin;west;Francophone;August;2018
10445;Sorvino;sorvi2000@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;872,00; ? 436 000,00 ; ? 218 000,00 ;Senegal;southsouth;Anglophone;September;2018
10446;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;715,00; ? 321 750,00 ; ? 193 050,00 ;Ghana;northwest;Anglophone;October;2018
10447;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;939,00; ? 234 750,00 ; ? 75 120,00 ;Nigeria;northeast ;Anglophone;November;2019
10448;Howard;howard_freeman@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;891,00; ? 178 200,00 ; ? 44 550,00 ;Togo;northcentral ;Francophone;December;2017
10449;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;736,00; ? 110 400,00 ; ? 51 520,00 ;Benin;Southeast;Francophone;January;2018
10450;Gill;gillhell@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;797,00; ? 119 550,00 ; ? 47 820,00 ;Senegal;west;Anglophone;February;2017
10451;Kivell;kivel_go@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;913,00; ? 182 600,00 ; ? 45 650,00 ;Ghana;southsouth;Anglophone;March;2017
10452;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;710,00; ? 355 000,00 ; ? 177 500,00 ;Nigeria;northwest;Anglophone;April;2017
10453;Morgan;morganny@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;832,00; ? 374 400,00 ; ? 224 640,00 ;Togo;northeast ;Francophone;May;2019
10454;Kivell;kivel_go@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;952,00; ? 238 000,00 ; ? 76 160,00 ;Benin;northcentral ;Francophone;June;2019
10455;Sorvino;sorvi2000@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;967,00; ? 193 400,00 ; ? 48 350,00 ;Senegal;Southeast;Anglophone;July;2017
10456;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;879,00; ? 131 850,00 ; ? 61 530,00 ;Ghana;west;Anglophone;August;2018
10457;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;705,00; ? 105 750,00 ; ? 42 300,00 ;Nigeria;southsouth;Anglophone;September;2018
10458;Thompson;thomp@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;878,00; ? 175 600,00 ; ? 43 900,00 ;Togo;northwest;Francophone;October;2018
10459;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;903,00; ? 451 500,00 ; ? 225 750,00 ;Benin;northeast ;Francophone;November;2018
10460;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;791,00; ? 355 950,00 ; ? 213 570,00 ;Senegal;northcentral ;Anglophone;December;2018
10461;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;895,00; ? 223 750,00 ; ? 71 600,00 ;Ghana;Southeast;Anglophone;January;2018
10462;Andrews;andy@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;759,00; ? 151 800,00 ; ? 37 950,00 ;Nigeria;west;Anglophone;February;2018
10463;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;790,00; ? 118 500,00 ; ? 55 300,00 ;Togo;southsouth;Francophone;March;2017
10464;Gill;gillhell@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;722,00; ? 108 300,00 ; ? 43 320,00 ;Benin;northwest;Francophone;April;2017
10465;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;888,00; ? 177 600,00 ; ? 44 400,00 ;Senegal;northeast ;Anglophone;May;2019
10466;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;849,00; ? 424 500,00 ; ? 212 250,00 ;Ghana;northcentral ;Anglophone;June;2018
10467;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;736,00; ? 331 200,00 ; ? 198 720,00 ;Nigeria;Southeast;Anglophone;July;2018
10468;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;843,00; ? 210 750,00 ; ? 67 440,00 ;Togo;west;Francophone;August;2019
10469;Thompson;thomp@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;999,00; ? 199 800,00 ; ? 49 950,00 ;Benin;southsouth;Francophone;September;2018
10470;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;996,00; ? 149 400,00 ; ? 69 720,00 ;Senegal;northwest;Anglophone;October;2018
10471;Morgan;morganny@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;718,00; ? 107 700,00 ; ? 43 080,00 ;Ghana;northeast ;Anglophone;November;2017
10472;Howard;howard_freeman@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;700,00; ? 140 000,00 ; ? 35 000,00 ;Nigeria;northcentral ;Anglophone;December;2017
10473;Parent;parentty@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;827,00; ? 413 500,00 ; ? 206 750,00 ;Togo;Southeast;Francophone;January;2018
10474;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;755,00; ? 339 750,00 ; ? 203 850,00 ;Benin;west;Francophone;February;2018
10475;Smith;smithMan@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;803,00; ? 200 750,00 ; ? 64 240,00 ;Senegal;southsouth;Anglophone;March;2019
10476;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;731,00; ? 146 200,00 ; ? 36 550,00 ;Ghana;northwest;Anglophone;April;2019
10477;Morgan;morganny@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;910,00; ? 136 500,00 ; ? 63 700,00 ;Nigeria;northeast ;Anglophone;May;2019
10478;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;747,00; ? 112 050,00 ; ? 44 820,00 ;Togo;northcentral ;Francophone;June;2017
10479;Parent;parentty@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;994,00; ? 198 800,00 ; ? 49 700,00 ;Benin;Southeast;Francophone;July;2017
10480;Kivell;kivel_go@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;982,00; ? 491 000,00 ; ? 245 500,00 ;Senegal;west;Anglophone;August;2017
10481;Smith;smithMan@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;958,00; ? 431 100,00 ; ? 258 660,00 ;Ghana;southsouth;Anglophone;September;2017
10482;Parent;parentty@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;943,00; ? 235 750,00 ; ? 75 440,00 ;Nigeria;northwest;Anglophone;October;2017
10483;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;946,00; ? 189 200,00 ; ? 47 300,00 ;Togo;northeast ;Francophone;November;2019
10484;Smith;smithMan@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;852,00; ? 127 800,00 ; ? 59 640,00 ;Benin;northcentral ;Francophone;December;2017
10485;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;960,00; ? 144 000,00 ; ? 57 600,00 ;Senegal;Southeast;Anglophone;January;2018
10486;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;992,00; ? 198 400,00 ; ? 49 600,00 ;Ghana;west;Anglophone;February;2019
10487;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;960,00; ? 480 000,00 ; ? 240 000,00 ;Nigeria;southsouth;Anglophone;March;2017
10488;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;842,00; ? 378 900,00 ; ? 227 340,00 ;Togo;northwest;Francophone;April;2018
10489;Howard;howard_freeman@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;750,00; ? 187 500,00 ; ? 60 000,00 ;Benin;northeast ;Francophone;May;2018
10490;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;796,00; ? 159 200,00 ; ? 39 800,00 ;Senegal;northcentral ;Anglophone;June;2018
10491;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;944,00; ? 141 600,00 ; ? 66 080,00 ;Ghana;Southeast;Anglophone;July;2018
10492;Kivell;kivel_go@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;854,00; ? 128 100,00 ; ? 51 240,00 ;Nigeria;west;Anglophone;August;2019
10493;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;926,00; ? 185 200,00 ; ? 46 300,00 ;Togo;southsouth;Francophone;September;2019
10494;Morgan;morganny@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;808,00; ? 404 000,00 ; ? 202 000,00 ;Benin;northwest;Francophone;October;2017
10495;Kivell;kivel_go@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;883,00; ? 397 350,00 ; ? 238 410,00 ;Senegal;northeast ;Anglophone;November;2019
10496;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;958,00; ? 239 500,00 ; ? 76 640,00 ;Ghana;northcentral ;Anglophone;December;2019
10497;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;984,00; ? 196 800,00 ; ? 49 200,00 ;Nigeria;Southeast;Anglophone;January;2019
10498;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;765,00; ? 114 750,00 ; ? 53 550,00 ;Togo;west;Francophone;February;2017
10499;Thompson;thomp@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;956,00; ? 143 400,00 ; ? 57 360,00 ;Benin;southsouth;Francophone;March;2017
10500;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;931,00; ? 186 200,00 ; ? 46 550,00 ;Senegal;northwest;Anglophone;April;2019
10501;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;718,00; ? 359 000,00 ; ? 179 500,00 ;Ghana;northeast ;Anglophone;May;2018
10502;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;776,00; ? 349 200,00 ; ? 209 520,00 ;Nigeria;northcentral ;Anglophone;June;2018
10503;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;836,00; ? 209 000,00 ; ? 66 880,00 ;Togo;Southeast;Francophone;July;2018
10504;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;730,00; ? 146 000,00 ; ? 36 500,00 ;Benin;west;Francophone;August;2017
10505;Morgan;morganny@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;741,00; ? 111 150,00 ; ? 51 870,00 ;Senegal;southsouth;Anglophone;September;2017
10506;Kivell;kivel_go@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;982,00; ? 147 300,00 ; ? 58 920,00 ;Ghana;northwest;Anglophone;October;2019
10507;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;724,00; ? 144 800,00 ; ? 36 200,00 ;Nigeria;northeast ;Anglophone;November;2019
10508;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;906,00; ? 453 000,00 ; ? 226 500,00 ;Togo;northcentral ;Francophone;December;2018
10509;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;907,00; ? 408 150,00 ; ? 244 890,00 ;Benin;Southeast;Francophone;January;2018
10510;Thompson;thomp@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;712,00; ? 178 000,00 ; ? 56 960,00 ;Senegal;west;Anglophone;February;2019
10511;Andrews;andy@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;859,00; ? 171 800,00 ; ? 42 950,00 ;Ghana;southsouth;Anglophone;March;2018
10512;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;770,00; ? 115 500,00 ; ? 53 900,00 ;Nigeria;northwest;Anglophone;April;2018
10513;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;775,00; ? 116 250,00 ; ? 46 500,00 ;Togo;northeast ;Francophone;May;2019
10514;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;820,00; ? 164 000,00 ; ? 41 000,00 ;Benin;northcentral ;Francophone;June;2019
10515;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;833,00; ? 416 500,00 ; ? 208 250,00 ;Senegal;Southeast;Anglophone;July;2018
10516;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;735,00; ? 330 750,00 ; ? 198 450,00 ;Ghana;west;Anglophone;August;2017
10517;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;884,00; ? 221 000,00 ; ? 70 720,00 ;Nigeria;southsouth;Anglophone;September;2017
10518;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;888,00; ? 177 600,00 ; ? 44 400,00 ;Togo;northwest;Francophone;October;2019
10519;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;756,00; ? 113 400,00 ; ? 52 920,00 ;Benin;northeast ;Francophone;November;2017
10520;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;787,00; ? 118 050,00 ; ? 47 220,00 ;Senegal;northcentral ;Anglophone;December;2019
10521;Thompson;thomp@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;804,00; ? 160 800,00 ; ? 40 200,00 ;Ghana;Southeast;Anglophone;January;2018
10522;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;986,00; ? 493 000,00 ; ? 246 500,00 ;Nigeria;west;Anglophone;February;2018
10523;Morgan;morganny@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;856,00; ? 385 200,00 ; ? 231 120,00 ;Togo;southsouth;Francophone;March;2018
10524;Howard;howard_freeman@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;835,00; ? 208 750,00 ; ? 66 800,00 ;Benin;northwest;Francophone;April;2018
10525;Parent;parentty@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;938,00; ? 187 600,00 ; ? 46 900,00 ;Senegal;northeast ;Anglophone;May;2018
10526;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;719,00; ? 107 850,00 ; ? 50 330,00 ;Ghana;northcentral ;Anglophone;June;2018
10527;Smith;smithMan@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;868,00; ? 130 200,00 ; ? 52 080,00 ;Nigeria;Southeast;Anglophone;July;2017
10528;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;885,00; ? 177 000,00 ; ? 44 250,00 ;Togo;west;Francophone;August;2018
10529;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;943,00; ? 471 500,00 ; ? 235 750,00 ;Benin;southsouth;Francophone;September;2018
10530;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;900,00; ? 405 000,00 ; ? 243 000,00 ;Senegal;northwest;Anglophone;October;2017
10531;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;950,00; ? 237 500,00 ; ? 76 000,00 ;Ghana;northeast ;Anglophone;November;2019
10532;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;742,00; ? 148 400,00 ; ? 37 100,00 ;Nigeria;northcentral ;Anglophone;December;2017
10533;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;889,00; ? 133 350,00 ; ? 62 230,00 ;Togo;Southeast;Francophone;January;2018
10534;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;939,00; ? 140 850,00 ; ? 56 340,00 ;Benin;west;Francophone;February;2018
10535;Thompson;thomp@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;950,00; ? 190 000,00 ; ? 47 500,00 ;Senegal;southsouth;Anglophone;March;2018
10536;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;745,00; ? 372 500,00 ; ? 186 250,00 ;Ghana;northwest;Anglophone;April;2018
10537;Morgan;morganny@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;933,00; ? 419 850,00 ; ? 251 910,00 ;Nigeria;northeast ;Anglophone;May;2017
10538;Howard;howard_freeman@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;826,00; ? 206 500,00 ; ? 66 080,00 ;Togo;northcentral ;Francophone;June;2017
10539;Parent;parentty@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;989,00; ? 197 800,00 ; ? 49 450,00 ;Benin;Southeast;Francophone;July;2017
10540;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;881,00; ? 132 150,00 ; ? 61 670,00 ;Senegal;west;Anglophone;August;2019
10541;Smith;smithMan@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;768,00; ? 115 200,00 ; ? 46 080,00 ;Ghana;southsouth;Anglophone;September;2019
10542;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;844,00; ? 168 800,00 ; ? 42 200,00 ;Nigeria;northwest;Anglophone;October;2018
10543;Morgan;morganny@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;790,00; ? 395 000,00 ; ? 197 500,00 ;Togo;northeast ;Francophone;November;2017
10544;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;898,00; ? 404 100,00 ; ? 242 460,00 ;Benin;northcentral ;Francophone;December;2018
10545;Parent;parentty@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;818,00; ? 204 500,00 ; ? 65 440,00 ;Senegal;Southeast;Anglophone;January;2018
10546;Kivell;kivel_go@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;707,00; ? 141 400,00 ; ? 35 350,00 ;Ghana;west;Anglophone;February;2018
10547;Smith;smithMan@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;712,00; ? 106 800,00 ; ? 49 840,00 ;Nigeria;southsouth;Anglophone;March;2017
10548;Parent;parentty@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;991,00; ? 148 650,00 ; ? 59 460,00 ;Togo;northwest;Francophone;April;2018
10549;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;900,00; ? 180 000,00 ; ? 45 000,00 ;Benin;northeast ;Francophone;May;2019
10550;Smith;smithMan@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;810,00; ? 405 000,00 ; ? 202 500,00 ;Senegal;northcentral ;Anglophone;June;2019
10551;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;740,00; ? 333 000,00 ; ? 199 800,00 ;Ghana;Southeast;Anglophone;July;2019
10552;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;909,00; ? 227 250,00 ; ? 72 720,00 ;Nigeria;west;Anglophone;August;2017
10553;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;824,00; ? 164 800,00 ; ? 41 200,00 ;Togo;southsouth;Francophone;September;2018
10554;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;809,00; ? 121 350,00 ; ? 56 630,00 ;Benin;northwest;Francophone;October;2017
10555;Howard;howard_freeman@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;819,00; ? 122 850,00 ; ? 49 140,00 ;Senegal;northeast ;Anglophone;November;2018
